sample_idx,avg_speed,max_speed,speed_std,path_length,moving_ratio,acc_rms,acc_mean
0,0.7356276512145996,1.5508065223693848,0.2519175410270691,13.97692584991455,1.0,0.36482855677604675,0.28552502393722534
1,0.6959137320518494,1.073544979095459,0.1646331548690796,13.222360610961914,1.0,0.30765223503112793,0.24366167187690735
2,0.7055701613426208,1.073544979095459,0.17111749947071075,13.40583324432373,1.0,0.30392786860466003,0.24020470678806305
3,0.6905266642570496,0.9052072167396545,0.149276465177536,13.120006561279297,1.0,0.29948100447654724,0.23564471304416656
4,0.7048667073249817,0.9413288235664368,0.16571934521198273,13.392467498779297,1.0,0.20680101215839386,0.17589479684829712
5,0.7204825282096863,0.9831075668334961,0.14295661449432373,13.689167976379395,1.0,0.18947294354438782,0.15856224298477173
6,0.73769611120224,0.9213577508926392,0.07250604778528214,14.016225814819336,1.0,0.10582980513572693,0.09297085553407669
7,0.10927871614694595,0.4263800382614136,0.13707566261291504,2.0762956142425537,0.47368421052631576,0.2022237479686737,0.13739079236984253
8,0.11300037056207657,0.4263800382614136,0.13500241935253143,2.1470069885253906,0.5263157894736842,0.2047491818666458,0.14494721591472626
9,0.12385063618421555,0.4263800382614136,0.13376320898532867,2.3531620502471924,0.5789473684210527,0.20751170814037323,0.1529015302658081
10,0.12385063618421555,0.4263800382614136,0.13376322388648987,2.3531620502471924,0.5789473684210527,0.21312488615512848,0.1643545776605606
11,0.12385063618421555,0.4263800382614136,0.13376322388648987,2.3531620502471924,0.5789473684210527,0.21312488615512848,0.1643545925617218
12,0.12385063618421555,0.4263800382614136,0.13376322388648987,2.3531620502471924,0.5789473684210527,0.21312490105628967,0.1643545925617218
13,0.12385064363479614,0.4263800382614136,0.13376322388648987,2.3531622886657715,0.5789473684210527,0.206935316324234,0.15233612060546875
14,0.11246470361948013,0.4263800382614136,0.13461099565029144,2.136829376220703,0.5263157894736842,0.2064380645751953,0.1489567756652832
15,0.8003646731376648,0.9000000953674316,0.056434255093336105,15.206929206848145,1.0,0.10292938351631165,0.08940663933753967
16,0.8912855386734009,1.0369669198989868,0.08078355342149734,16.934425354003906,1.0,0.11995387077331543,0.10487515479326248
17,0.9263732433319092,1.1353412866592407,0.06898379325866699,17.601091384887695,1.0,0.10080242156982422,0.08758603036403656
18,0.18864360451698303,0.413400799036026,0.1487770527601242,3.584228515625,0.7368421052631579,0.22313402593135834,0.18402859568595886
19,0.1855747252702713,0.413400799036026,0.15200035274028778,3.5259196758270264,0.6842105263157895,0.21790651977062225,0.1748252660036087
20,0.17442229390144348,0.413400799036026,0.15733972191810608,3.314023494720459,0.631578947368421,0.2177407592535019,0.17282219231128693
21,0.1650959551334381,0.413400799036026,0.16207905113697052,3.1368231773376465,0.5789473684210527,0.21443703770637512,0.16391593217849731
22,0.1548767387866974,0.413400799036026,0.16599781811237335,2.942657947540283,0.5263157894736842,0.21218417584896088,0.1566087156534195
23,0.13889546692371368,0.413400799036026,0.16552191972732544,2.6390137672424316,0.47368421052631576,0.20480328798294067,0.14353257417678833
24,0.14638517796993256,0.5099999308586121,0.17842231690883636,2.781318426132202,0.47368421052631576,0.22521580755710602,0.15411418676376343
25,0.14743782579898834,0.5099999308586121,0.17790883779525757,2.801318645477295,0.47368421052631576,0.2335473895072937,0.1588074415922165
26,0.14582818746566772,0.5099999308586121,0.175731360912323,2.770735502243042,0.47368421052631576,0.23654915392398834,0.1613471508026123
27,0.13829052448272705,0.5099999308586121,0.1669444590806961,2.6275198459625244,0.47368421052631576,0.22166025638580322,0.15056473016738892
28,0.15251079201698303,0.5099999308586121,0.1660640984773636,2.897705078125,0.5263157894736842,0.22166025638580322,0.1505647450685501
29,0.15251077711582184,0.5099999308586121,0.16606411337852478,2.897704839706421,0.5263157894736842,0.23062703013420105,0.1655750423669815
30,0.15251079201698303,0.5099999308586121,0.1660640984773636,2.897705078125,0.5263157894736842,0.22992739081382751,0.16134406626224518
31,0.14850249886512756,0.5099999308586121,0.16875596344470978,2.821547508239746,0.47368421052631576,0.22970983386039734,0.15898706018924713
32,0.14639723300933838,0.5099999308586121,0.1703384965658188,2.7815475463867188,0.47368421052631576,0.21046237647533417,0.13729196786880493
33,0.1320890188217163,0.5099999308586121,0.16251274943351746,2.5096914768218994,0.47368421052631576,0.20779263973236084,0.1330724060535431
34,0.11785820871591568,0.5099999308586121,0.15963436663150787,2.2393059730529785,0.42105263157894735,0.20736441016197205,0.1322377771139145
35,0.11567233502864838,0.5099999308586121,0.165080264210701,2.1977744102478027,0.42105263157894735,0.19029219448566437,0.11640740931034088
36,0.1084580272436142,0.4504442512989044,0.14420382678508759,2.0607025623321533,0.42105263157894735,0.18919405341148376,0.11464507132768631
37,0.11389350891113281,0.4738144278526306,0.155485138297081,2.1639766693115234,0.42105263157894735,0.20054084062576294,0.12231365591287613
38,0.11949238181114197,0.4738144278526306,0.16275745630264282,2.270355224609375,0.42105263157894735,0.20423290133476257,0.13142544031143188
39,0.13192260265350342,0.5063596367835999,0.18170709908008575,2.5065295696258545,0.42105263157894735,0.1996106654405594,0.12744265794754028
40,0.15405291318893433,0.5063596367835999,0.18972088396549225,2.9270052909851074,0.47368421052631576,0.200997456908226,0.13299821317195892
41,0.17840604484081268,0.5063596367835999,0.1979040652513504,3.3897147178649902,0.5263157894736842,0.20189374685287476,0.13747726380825043
42,0.20204341411590576,0.5063596367835999,0.20196281373500824,3.838824987411499,0.5789473684210527,0.20462699234485626,0.14533402025699615
43,0.22281122207641602,0.5063596367835999,0.20040062069892883,4.233413219451904,0.631578947368421,0.20680098235607147,0.14887702465057373
44,0.236454039812088,0.5063596367835999,0.2000131905078888,4.492626667022705,0.631578947368421,0.20571011304855347,0.1456679254770279
45,0.25826701521873474,0.5063596367835999,0.19806496798992157,4.907073020935059,0.6842105263157895,0.20889919996261597,0.15032616257667542
46,0.27521371841430664,0.5063596367835999,0.19744296371936798,5.229060649871826,0.6842105263157895,0.2108316719532013,0.1541755497455597
